order_id,basket_item_id,ordered_product_skus,price_amount,basket_total
643,1359,12,4,342
643,1360,17,3,342
643,1361,23,85,342
644,1362,37,30,30
645,1363,3,130,130
646,1364,18,3,3
647,1365,32,115,115
648,1366,29,30,109
648,1367,25,79,109
649,1368,27,65,65
650,1369,27,65,219
650,1370,16,120,219
650,1371,13,4,219
650,1372,36,30,219
651,1373,30,6,89
651,1374,30,6,89
651,1375,35,20,89
651,1376,21,54,89
651,1377,18,3,89
652,1378,22,75,205
652,1379,3,130,205
653,1380,3,130,130
654,1381,16,120,570
654,1382,14,450,570
655,1383,10,40,58
655,1384,18,3,58
655,1385,39,15,58
656,1386,24,99,165
656,1387,9,60,165
656,1388,30,6,165
657,1389,18,3,122
657,1390,24,99,122
657,1391,35,20,122
658,1392,35,20,75
658,1393,29,30,75
658,1394,38,25,75
659,1395,16,120,120
660,1396,20,17,20
660,1397,17,3,20
661,1398,18,3,43
661,1399,33,20,43
661,1400,33,20,43
662,1401,19,3,3
663,1402,28,75,75
664,1403,17,3,223
664,1404,15,80,223
664,1405,35,20,223
664,1406,16,120,223
665,1407,40,24,158
665,1408,12,4,158
665,1409,3,130,158
666,1410,19,3,153
666,1411,3,130,153
666,1412,33,20,153
667,1413,8,25,25
668,1414,20,17,132
668,1415,10,40,132
668,1416,28,75,132
669,1417,22,75,190
669,1418,32,115,190
670,1419,39,15,30
670,1420,39,15,30
671,1421,39,15,15
672,1422,22,75,75
673,1423,27,65,130
673,1424,27,65,130
674,1425,37,30,30
675,1426,16,120,120
676,1427,22,75,95
676,1428,35,20,95
677,1429,33,20,60
677,1430,10,40,60
678,1431,31,25,25
679,1432,33,20,100
679,1433,15,80,100
680,1434,19,3,3
681,1435,11,70,193
681,1436,21,54,193
681,1437,13,4,193
681,1438,27,65,193
682,1439,35,20,583
682,1440,14,450,583
682,1441,25,79,583
682,1442,12,4,583
682,1443,36,30,583
683,1444,16,120,120
684,1445,6,5,5
685,1446,35,20,85
685,1447,27,65,85
686,1448,39,15,128
686,1449,27,65,128
686,1450,39,15,128
686,1451,36,30,128
686,1452,17,3,128
687,1453,40,24,24
688,1454,2,250,250
689,1455,13,4,24
689,1456,35,20,24
690,1457,39,15,289
690,1458,31,25,289
690,1459,40,24,289
690,1460,1,225,289
691,1461,33,20,279
691,1462,32,115,279
691,1463,27,65,279
691,1464,25,79,279
692,1465,1,225,225
693,1466,5,50,50
694,1467,29,30,55
694,1468,8,25,55
695,1469,27,65,65
696,1470,2,250,280
696,1471,4,30,280
697,1472,30,6,6
698,1473,34,20,26
698,1474,17,3,26
698,1475,17,3,26
699,1476,32,115,324
699,1477,22,75,324
699,1478,12,4,324
699,1479,3,130,324
700,1480,28,75,75
701,1481,20,17,392
701,1482,26,150,392
701,1483,1,225,392
702,1484,1,225,225
703,1485,18,3,3
704,1486,37,30,30
705,1487,6,5,155
705,1488,26,150,155
706,1489,27,65,180
706,1490,32,115,180
707,1491,20,17,112
707,1492,7,95,112
708,1493,35,20,20
709,1494,13,4,4
710,1495,12,4,4
711,1496,1,225,465
711,1497,39,15,465
711,1498,1,225,465
712,1499,1,225,225
713,1500,3,130,275
713,1501,36,30,275
713,1502,32,115,275
714,1503,35,20,128
714,1504,21,54,128
714,1505,21,54,128
715,1506,12,4,4
716,1507,18,3,3
717,1508,32,115,151
717,1509,18,3,151
717,1510,36,30,151
717,1511,18,3,151
718,1512,32,115,280
718,1513,21,54,280
718,1514,17,3,280
718,1515,21,54,280
718,1516,21,54,280
719,1517,37,30,105
719,1518,22,75,105
720,1519,34,20,80
720,1520,34,20,80
720,1521,10,40,80
721,1522,19,3,3
722,1523,11,70,93
722,1524,33,20,93
722,1525,17,3,93
723,1526,29,30,30
724,1527,3,130,280
724,1528,26,150,280
725,1529,40,24,24
726,1530,28,75,174
726,1531,24,99,174
727,1532,10,40,240
727,1533,5,50,240
727,1534,23,85,240
727,1535,5,50,240
727,1536,39,15,240
728,1537,29,30,50
728,1538,34,20,50
729,1539,21,54,184
729,1540,3,130,184
730,1541,25,79,79
731,1542,21,54,259
731,1543,22,75,259
731,1544,3,130,259
732,1545,25,79,224
732,1546,16,120,224
732,1547,38,25,224
733,1548,31,25,25
734,1549,19,3,302
734,1550,39,15,302
734,1551,12,4,302
734,1552,2,250,302
734,1553,36,30,302
735,1554,39,15,15
736,1555,28,75,75
737,1556,18,3,18
737,1557,39,15,18
738,1558,28,75,349
738,1559,2,250,349
738,1560,40,24,349
739,1561,20,17,17
740,1562,21,54,54
741,1563,36,30,37
741,1564,12,4,37
741,1565,17,3,37
742,1566,30,6,157
742,1567,32,115,157
742,1568,29,30,157
742,1569,30,6,157
743,1570,33,20,50
743,1571,36,30,50
744,1572,15,80,80
745,1573,10,40,170
745,1574,3,130,170
746,1575,21,54,108
746,1576,21,54,108
747,1577,6,5,42
747,1578,33,20,42
747,1579,20,17,42
748,1580,20,17,245
748,1581,18,3,245
748,1582,1,225,245
749,1583,33,20,20
750,1584,6,5,59
750,1585,21,54,59
751,1586,6,5,5
752,1587,33,20,20
753,1588,20,17,207
753,1589,32,115,207
753,1590,22,75,207
754,1591,30,6,6
755,1592,14,450,467
755,1593,20,17,467
756,1594,17,3,3
757,1595,36,30,160
757,1596,3,130,160
758,1597,30,6,6
759,1598,16,120,227
759,1599,17,3,227
759,1600,5,50,227
759,1601,21,54,227
760,1602,36,30,148
760,1603,17,3,148
760,1604,32,115,148
761,1605,32,115,231
761,1606,20,17,231
761,1607,24,99,231
762,1608,32,115,180
762,1609,38,25,180
762,1610,10,40,180
763,1611,39,15,38
763,1612,19,3,38
763,1613,20,17,38
763,1614,18,3,38
764,1615,33,20,26
764,1616,30,6,26
765,1617,30,6,231
765,1618,1,225,231
766,1619,6,5,5
767,1620,32,115,115
768,1621,35,20,74
768,1622,21,54,74
769,1623,18,3,27
769,1624,40,24,27
770,1625,16,120,150
770,1626,36,30,150
771,1627,17,3,111
771,1628,18,3,111
771,1629,35,20,111
771,1630,23,85,111
772,1631,34,20,49
772,1632,8,25,49
772,1633,12,4,49
773,1634,7,95,95
774,1635,12,4,34
774,1636,37,30,34
775,1637,32,115,115
776,1638,22,75,115
776,1639,10,40,115
777,1640,11,70,325
777,1641,17,3,325
777,1642,32,115,325
777,1643,20,17,325
777,1644,16,120,325
778,1645,28,75,300
778,1646,1,225,300
779,1647,35,20,24
779,1648,12,4,24
780,1649,1,225,225
781,1650,21,54,54
782,1651,20,17,17
783,1652,18,3,7
783,1653,12,4,7
784,1654,22,75,200
784,1655,5,50,200
784,1656,22,75,200
785,1657,21,54,194
785,1658,27,65,194
785,1659,22,75,194
786,1660,28,75,450
786,1661,10,40,450
786,1662,23,85,450
786,1663,2,250,450
787,1664,3,130,130
788,1665,12,4,4
789,1666,10,40,215
789,1667,36,30,215
789,1668,39,15,215
789,1669,3,130,215
790,1670,18,3,3
791,1671,6,5,5
792,1672,23,85,170
792,1673,27,65,170
792,1674,33,20,170
793,1675,39,15,52
793,1676,33,20,52
793,1677,20,17,52
794,1678,33,20,20
795,1679,10,40,40
796,1680,39,15,35
796,1681,34,20,35
797,1682,15,80,105
797,1683,31,25,105
798,1684,12,4,21
798,1685,20,17,21
799,1686,11,70,70
800,1687,17,3,3
801,1688,29,30,30
802,1689,8,25,25
803,1690,24,99,127
803,1691,18,3,127
803,1692,38,25,127
804,1693,1,225,225
805,1694,12,4,4
806,1695,36,30,56
806,1696,17,3,56
806,1697,17,3,56
806,1698,35,20,56
807,1699,22,75,108
807,1700,36,30,108
807,1701,17,3,108
808,1702,29,30,55
808,1703,8,25,55
809,1704,40,24,24
810,1705,12,4,4
811,1706,3,130,294
811,1707,24,99,294
811,1708,27,65,294
812,1709,29,30,50
812,1710,35,20,50
813,1711,33,20,23
813,1712,18,3,23
814,1713,8,25,69
814,1714,33,20,69
814,1715,40,24,69
815,1716,33,20,20
816,1717,35,20,319
816,1718,12,4,319
816,1719,31,25,319
816,1720,33,20,319
816,1721,2,250,319
817,1722,34,20,20
818,1723,6,5,5
819,1724,36,30,30
820,1725,24,99,99
821,1726,17,3,153
821,1727,33,20,153
821,1728,3,130,153
822,1729,11,70,135
822,1730,34,20,135
822,1731,39,15,135
822,1732,36,30,135
823,1733,14,450,465
823,1734,39,15,465
824,1735,28,75,115
824,1736,35,20,115
824,1737,35,20,115
825,1738,9,60,60
826,1739,1,225,225
827,1740,6,5,5
828,1741,32,115,355
828,1742,16,120,355
828,1743,16,120,355
829,1744,25,79,79
830,1745,10,40,70
830,1746,29,30,70
831,1747,20,17,17
832,1748,38,25,42
832,1749,20,17,42
833,1750,3,130,136
833,1751,17,3,136
833,1752,18,3,136
834,1753,20,17,17
835,1754,38,25,619
835,1755,14,450,619
835,1756,25,79,619
835,1757,27,65,619
836,1758,10,40,40
837,1759,1,225,225
838,1760,16,120,318
838,1761,18,3,318
838,1762,22,75,318
838,1763,16,120,318
839,1764,12,4,204
839,1765,35,20,204
839,1766,27,65,204
839,1767,32,115,204
840,1768,38,25,124
840,1769,12,4,124
840,1770,28,75,124
840,1771,34,20,124
841,1772,8,25,275
841,1773,2,250,275
842,1774,25,79,79
843,1775,18,3,3
844,1776,16,120,191
844,1777,30,6,191
844,1778,27,65,191
845,1779,27,65,214
845,1780,24,99,214
845,1781,5,50,214
846,1782,17,3,78
846,1783,28,75,78
847,1784,21,54,279
847,1785,1,225,279
848,1786,40,24,24
849,1787,34,20,40
849,1788,34,20,40
850,1789,6,5,90
850,1790,27,65,90
850,1791,34,20,90
851,1792,28,75,215
851,1793,35,20,215
851,1794,16,120,215
852,1795,10,40,57
852,1796,20,17,57
853,1797,7,95,95
854,1798,1,225,799
854,1799,1,225,799
854,1800,2,250,799
854,1801,24,99,799
855,1802,36,30,145
855,1803,32,115,145
856,1804,30,6,405
856,1805,21,54,405
856,1806,1,225,405
856,1807,16,120,405
857,1808,28,75,75
858,1809,37,30,30
859,1810,18,3,153
859,1811,26,150,153
860,1812,1,225,252
860,1813,40,24,252
860,1814,18,3,252
861,1815,24,99,99
